20251202_184646|SISTEMA|INICIO|Inicio del proceso de extracción
20251202_185332|58.1_MP_0_M_24|OK|Encontrado en empleo_ingresos.xlsx. Registros: 658
20251202_185332|60.1_IH_0_0_18|OK|Encontrado en empleo_ingresos.xlsx. Registros: 31
20251202_185332|60.1_PH_0_0_14|OK|Encontrado en empleo_ingresos.xlsx. Registros: 31
20251202_185332|60.1_IP_0_0_20|OK|Encontrado en empleo_ingresos.xlsx. Registros: 31
20251202_185332|60.1_PP_0_0_15|OK|Encontrado en empleo_ingresos.xlsx. Registros: 31
20251202_185332|145.1_IPC_NG_NACNAL_DICI_T_15|OK|Encontrado en precios.xlsx. Registros: 34
20251202_185332|147.1_IPC_BIENESNAL_DICI_T_19|OK|Encontrado en precios.xlsx. Registros: 35
20251202_185332|147.1_IPC_SERVICNAL_DICI_T_22|OK|Encontrado en precios.xlsx. Registros: 35
20251202_185332|148.1_IPC_NIVEL_NAL_DICI_T_26|OK|Encontrado en precios.xlsx. Registros: 32
20251202_185332|114.1_CPA_0_0_25|OK|Encontrado en precios.xlsx. Registros: 24
20251202_185332|116.1_TCRMA_0_A_36|OK|Encontrado en precios.xlsx. Registros: 28
20251202_185332|117.1_ENGV_0_A_33|OK|Encontrado en precios.xlsx. Registros: 35
20251202_185332|117.1_ENGC_0_A_36|OK|Encontrado en precios.xlsx. Registros: 35
20251202_185332|118.1_INGV_0_A_33|OK|Encontrado en precios.xlsx. Registros: 35
20251202_185332|118.1_INGC_0_A_36|OK|Encontrado en precios.xlsx. Registros: 35
20251202_185332|119.1_IPE_0_A_26|OK|Encontrado en precios.xlsx. Registros: 39
20251202_185332|119.1_IPI_0_A_26|OK|Encontrado en precios.xlsx. Registros: 39
20251202_185332|119.1_TI_0_A_20|OK|Encontrado en precios.xlsx. Registros: 39
20251202_185332|110.1_IPC_1993_A_17|OK|Encontrado en precios.xlsx. Registros: 20
20251202_185332|111.1_IPB_1993_A_14|OK|Encontrado en precios.xlsx. Registros: 20
20251202_185332|111.1_IPS_1993_A_17|OK|Encontrado en precios.xlsx. Registros: 20
20251202_185332|115.3_TCRM_0_M_29|OK|Encontrado en precios.xlsx. Registros: 300
20251202_185332|430.1_REM_IPC_NAL_T_M_0_0_25_28|OK|Encontrado en precios.xlsx. Registros: 111
20251202_185332|431.1_EXPECTATIVDIO_M_0_0_30_56|OK|Encontrado en precios.xlsx. Registros: 230
20251202_185336|169.1_MALVAL_0_0_6|OK|Encontrado en finanzas.xlsx. Registros: 7137
20251202_185341|168.1_T_CAMBI500_D_0_0_17|OK|Encontrado en finanzas.xlsx. Registros: 8607
20251202_185346|168.1_T_CAMBIOR_D_0_0_26|OK|Encontrado en finanzas.xlsx. Registros: 8607
20251202_185346|379.1_RESULTADO_006__23_58|OK|Encontrado en finanzas_publicas.xlsx. Registros: 32
20251202_185346|379.2_RESULTADO_014__23_28|OK|Encontrado en finanzas_publicas.xlsx. Registros: 18
20251202_185346|379.3_RESULTADO_017__18_83|OK|Encontrado en finanzas_publicas.xlsx. Registros: 10
20251202_185346|398.1_RESULTADO_ERO_DEVE_A_20_94|OK|Encontrado en finanzas_publicas.xlsx. Registros: 26
20251202_185346|379.1_ING_ANTES_006__31_92|OK|Encontrado en finanzas_publicas.xlsx. Registros: 32
20251202_185346|379.2_ING_ANTES_014__31_66|OK|Encontrado en finanzas_publicas.xlsx. Registros: 18
20251202_185346|379.3_ING_ANTES_017__26_5|OK|Encontrado en finanzas_publicas.xlsx. Registros: 10
20251202_185346|379.1_GTOS_ANTES006__32_18|OK|Encontrado en finanzas_publicas.xlsx. Registros: 32
20251202_185346|379.2_GTOS_ANTES014__32_67|OK|Encontrado en finanzas_publicas.xlsx. Registros: 18
20251202_185346|379.3_GTOS_ANTES017__27_95|OK|Encontrado en finanzas_publicas.xlsx. Registros: 10
20251202_185346|379.1_SUPERAVIT_006__28_89|OK|Encontrado en finanzas_publicas.xlsx. Registros: 32
20251202_185346|379.2_SUPERAVIT_014__28_63|OK|Encontrado en finanzas_publicas.xlsx. Registros: 18
20251202_185346|379.3_SUPERAVIT_017__23_25|OK|Encontrado en finanzas_publicas.xlsx. Registros: 10
20251202_185346|142.1_GANAN_2001_A_9|OK|Encontrado en finanzas_publicas.xlsx. Registros: 28
20251202_185346|142.1_IVA_2001_A_3|OK|Encontrado en finanzas_publicas.xlsx. Registros: 28
20251202_185346|142.1_CREDI_2001_A_24|OK|Encontrado en finanzas_publicas.xlsx. Registros: 28
20251202_185346|172.1_SRIDAD_IAL_0_0_16|OK|Encontrado en finanzas_publicas.xlsx. Registros: 28
20251202_185346|142.1_DEREC_2001_A_20|OK|Encontrado en finanzas_publicas.xlsx. Registros: 28
20251202_185346|142.1_DEREC_2001_A_26|OK|Encontrado en finanzas_publicas.xlsx. Registros: 28
20251202_185346|172.1_TL_RECAION_0_0_17|OK|Encontrado en finanzas_publicas.xlsx. Registros: 28
20251202_185346|452.2_GANANCIASIAS_0_T_9_12|OK|Encontrado en finanzas_publicas.xlsx. Registros: 9
20251202_185346|429.1_RECAUDACIO969_A_0_0_38_99|OK|Encontrado en finanzas_publicas.xlsx. Registros: 85
20251202_185346|186.1_TOTAL_POLISOS_0_0_23|OK|Encontrado en finanzas_publicas.xlsx. Registros: 21
20251202_185346|187.1_TOTAL_JUBIINO_0_0_58|OK|Encontrado en finanzas_publicas.xlsx. Registros: 26
20251202_185346|463.1_AUH_ASIGNA019_0_M_66_38|OK|Encontrado en finanzas_publicas.xlsx. Registros: 71
20251202_185346|372.1_ING_ANTES_006__31_56|OK|Encontrado en finanzas_publicas.xlsx. Registros: 32
20251202_185346|372.2_ING_ANTES_014__31_61|OK|Encontrado en finanzas_publicas.xlsx. Registros: 18
20251202_185346|372.3_ING_ANTES_017__26_97|OK|Encontrado en finanzas_publicas.xlsx. Registros: 10
20251202_185346|372.1_GTOS_ANTES006__32_78|OK|Encontrado en finanzas_publicas.xlsx. Registros: 32
20251202_185346|372.2_GTOS_ANTES014__32_40|OK|Encontrado en finanzas_publicas.xlsx. Registros: 18
20251202_185346|372.3_GTOS_ANTES017__27_1|OK|Encontrado en finanzas_publicas.xlsx. Registros: 10
20251202_185346|372.1_SUPERAVIT_006__28_10|OK|Encontrado en finanzas_publicas.xlsx. Registros: 32
20251202_185346|372.2_SUPERAVIT_014__28_86|OK|Encontrado en finanzas_publicas.xlsx. Registros: 18
20251202_185346|372.3_SUPERAVIT_017__23_94|OK|Encontrado en finanzas_publicas.xlsx. Registros: 10
20251202_185346|372.1_RESULTADO_006__23_78|OK|Encontrado en finanzas_publicas.xlsx. Registros: 32
20251202_185346|372.2_RESULTADO_014__23_16|OK|Encontrado en finanzas_publicas.xlsx. Registros: 18
20251202_185346|372.3_RESULTADO_017__18_43|OK|Encontrado en finanzas_publicas.xlsx. Registros: 10
20251202_185346|4.1_OGP_2004_A_17|OK|Encontrado en actividad.xlsx. Registros: 21
20251202_185346|4.1_OGI_2004_A_25|OK|Encontrado en actividad.xlsx. Registros: 21
20251202_185346|4.1_MGCP_2004_A_25|OK|Encontrado en actividad.xlsx. Registros: 21
20251202_185346|4.1_DGCP_2004_A_30|OK|Encontrado en actividad.xlsx. Registros: 21
20251202_185346|4.1_DGIT_2004_A_25|OK|Encontrado en actividad.xlsx. Registros: 21
20251202_185346|4.1_DGE_2004_A_26|OK|Encontrado en actividad.xlsx. Registros: 21
20251202_185346|4.1_VE_2004_A_21|OK|Encontrado en actividad.xlsx. Registros: 21
20251202_185346|4.1_DE_2004_A_24|OK|Encontrado en actividad.xlsx. Registros: 21
20251202_185346|4.2_OGP_2004_T_17|OK|Encontrado en actividad.xlsx. Registros: 86
20251202_185346|4.2_OGI_2004_T_25|OK|Encontrado en actividad.xlsx. Registros: 86
20251202_185346|4.2_MGCP_2004_T_25|OK|Encontrado en actividad.xlsx. Registros: 86
20251202_185346|4.2_DGCP_2004_T_30|OK|Encontrado en actividad.xlsx. Registros: 86
20251202_185346|4.2_DGIT_2004_T_25|OK|Encontrado en actividad.xlsx. Registros: 86
20251202_185346|4.2_DGE_2004_T_26|OK|Encontrado en actividad.xlsx. Registros: 86
20251202_185346|4.2_VE_2004_T_21|OK|Encontrado en actividad.xlsx. Registros: 86
20251202_185346|4.2_DE_2004_T_24|OK|Encontrado en actividad.xlsx. Registros: 86
20251202_185346|3.2_OGP_D_2004_T_17|OK|Encontrado en actividad.xlsx. Registros: 85
20251202_185346|3.2_OGI_D_2004_T_25|OK|Encontrado en actividad.xlsx. Registros: 85
20251202_185346|3.2_DGE_D_2004_T_26|OK|Encontrado en actividad.xlsx. Registros: 85
20251202_185346|3.2_DGI_D_2004_T_19|OK|Encontrado en actividad.xlsx. Registros: 85
20251202_185346|3.2_DGCP_D_2004_T_27|OK|Encontrado en actividad.xlsx. Registros: 85
20251202_185346|3.2_DGCP_D_2004_T_30|OK|Encontrado en actividad.xlsx. Registros: 85
20251202_185347|143.3_NO_PR_2004_A_21|OK|Encontrado en actividad.xlsx. Registros: 261
20251202_185347|143.3_NO_PR_2004_A_31|OK|Encontrado en actividad.xlsx. Registros: 261
20251202_185347|4.3_OGP_2004_A_17|OK|Encontrado en actividad.xlsx. Registros: 21
20251202_185347|4.3_OGI_2004_A_25|OK|Encontrado en actividad.xlsx. Registros: 21
20251202_185347|4.3_DGCP_2004_A_27|OK|Encontrado en actividad.xlsx. Registros: 21
20251202_185347|4.3_DGCP_2004_A_30|OK|Encontrado en actividad.xlsx. Registros: 21
20251202_185347|4.3_DGI_2004_A_19|OK|Encontrado en actividad.xlsx. Registros: 21
20251202_185347|4.3_DGE_2004_A_26|OK|Encontrado en actividad.xlsx. Registros: 21
20251202_185347|4.4_OGP_2004_T_17|OK|Encontrado en actividad.xlsx. Registros: 86
20251202_185347|4.4_OGI_2004_T_25|OK|Encontrado en actividad.xlsx. Registros: 86
20251202_185347|4.4_DGCP_2004_T_27|OK|Encontrado en actividad.xlsx. Registros: 86
20251202_185347|4.4_DGCP_2004_T_30|OK|Encontrado en actividad.xlsx. Registros: 86
20251202_185347|4.4_DGI_2004_T_19|OK|Encontrado en actividad.xlsx. Registros: 86
20251202_185347|4.4_DGE_2004_T_26|OK|Encontrado en actividad.xlsx. Registros: 86
20251202_185347|74.1_IET_0_A_16|OK|Encontrado en sector_externo.xlsx. Registros: 115
20251202_185347|74.2_IET_0_T_16|OK|Encontrado en sector_externo.xlsx. Registros: 541
20251202_185347|74.3_IET_0_M_16|OK|Encontrado en sector_externo.xlsx. Registros: 406
20251202_185347|74.1_IIT_0_A_25|OK|Encontrado en sector_externo.xlsx. Registros: 115
20251202_185348|74.2_IIT_0_T_25|OK|Encontrado en sector_externo.xlsx. Registros: 541
20251202_185348|74.3_IIT_0_M_25|OK|Encontrado en sector_externo.xlsx. Registros: 406
20251202_185348|160.1_CTA_CORFOB_0_A_59|OK|Encontrado en sector_externo.xlsx. Registros: 19
20251202_185348|160.1_CTA_CORIOS_0_A_52|OK|Encontrado en sector_externo.xlsx. Registros: 19
20251202_185348|160.1_CTA_CORRFOB_0_A_59|OK|Encontrado en sector_externo.xlsx. Registros: 19
20251202_185348|160.1_CTA_CORIOS_0_A_51|OK|Encontrado en sector_externo.xlsx. Registros: 19
20251202_185348|160.1_TL_CUENNTE_0_A_22|OK|Encontrado en sector_externo.xlsx. Registros: 19
20251202_185348|160.1_TL_CUENERA_0_A_23|OK|Encontrado en sector_externo.xlsx. Registros: 19
20251202_185348|160.1_AVOS_RERVA_0_A_15|OK|Encontrado en sector_externo.xlsx. Registros: 19
20251202_185348|160.2_CTA_CORFOB_0_T_59|OK|Encontrado en sector_externo.xlsx. Registros: 78
20251202_185348|160.2_CTA_CORIOS_0_T_52|OK|Encontrado en sector_externo.xlsx. Registros: 78
20251202_185348|160.2_CTA_CORRFOB_0_T_59|OK|Encontrado en sector_externo.xlsx. Registros: 78
20251202_185348|160.2_CTA_CORIOS_0_T_51|OK|Encontrado en sector_externo.xlsx. Registros: 78
20251202_185348|160.2_TL_CUENNTE_0_T_22|OK|Encontrado en sector_externo.xlsx. Registros: 78
20251202_185348|160.2_TL_CUENERA_0_T_23|OK|Encontrado en sector_externo.xlsx. Registros: 78
20251202_185348|160.2_AVOS_RERVA_0_T_15|OK|Encontrado en sector_externo.xlsx. Registros: 78
20251202_185348|161.1_TL_DEUDRNA_0_0_19|OK|Encontrado en sector_externo.xlsx. Registros: 78
20251202_185348|313.1_TOTALTAL_0_T_5|OK|Encontrado en sector_externo.xlsx. Registros: 64
20251202_185353|89.2_TS_INTELAR_0_D_20|OK|Encontrado en dinero_bancos.xlsx. Registros: 8339
20251202_185353|90.1_BMT_0_0_20|OK|Encontrado en dinero_bancos.xlsx. Registros: 274
20251202_185353|90.1_BMCMT_0_0_42|OK|Encontrado en dinero_bancos.xlsx. Registros: 274
20251202_185353|90.1_BMCCB_0_0_36|OK|Encontrado en dinero_bancos.xlsx. Registros: 274
20251202_185353|90.1_AMTM2_0_0_31|OK|Encontrado en dinero_bancos.xlsx. Registros: 274
20251202_185354|90.1_AMTM3_0_0_31|OK|Encontrado en dinero_bancos.xlsx. Registros: 274
20251202_185354|90.1_DTPPUB_0_0_31|OK|Encontrado en dinero_bancos.xlsx. Registros: 274
20251202_185354|90.1_DTPPRI_0_0_31|OK|Encontrado en dinero_bancos.xlsx. Registros: 274
20251202_185354|90.1_DTPT_0_0_29|OK|Encontrado en dinero_bancos.xlsx. Registros: 274
20251202_185354|90.1_DTDPUB_0_0_33|OK|Encontrado en dinero_bancos.xlsx. Registros: 274
20251202_185354|90.1_DTDPRI_0_0_33|OK|Encontrado en dinero_bancos.xlsx. Registros: 274
20251202_185355|90.1_DTDT_0_0_31|OK|Encontrado en dinero_bancos.xlsx. Registros: 274
20251202_185355|90.1_DET_DESAGRTAL_0_0_38|OK|Encontrado en dinero_bancos.xlsx. Registros: 274
20251202_185355|90.1_DET_DESAGRTAL_0_0_44|OK|Encontrado en dinero_bancos.xlsx. Registros: 274
20251202_185355|91.1_PEFPC_0_0_35|OK|Encontrado en dinero_bancos.xlsx. Registros: 274
20251202_185355|91.1_DETALLE_PRPOT_0_0_25|OK|Encontrado en dinero_bancos.xlsx. Registros: 274
20251202_185400|92.2_RESERVAS_IRES_0_0_32_40|OK|Encontrado en dinero_bancos.xlsx. Registros: 8339
20251202_185404|92.2_PASIVOS_MOIOS_0_0_18_34|OK|Encontrado en dinero_bancos.xlsx. Registros: 8339
20251202_185409|92.2_PASIVOS_MOSOS_0_0_31_15|OK|Encontrado en dinero_bancos.xlsx. Registros: 8339
20251202_185414|92.2_PASIVOS_MORES_0_0_33_100|OK|Encontrado en dinero_bancos.xlsx. Registros: 8339
20251202_185418|92.2_OTROS_DEPORNO_0_0_24_42|OK|Encontrado en dinero_bancos.xlsx. Registros: 8339
20251202_185423|92.2_TIPO_CAMBIION_0_0_21_24|OK|Encontrado en dinero_bancos.xlsx. Registros: 8339
20251202_185427|94.2_CD_D_0_0_10|OK|Encontrado en dinero_bancos.xlsx. Registros: 8340
20251202_185432|94.2_UVAD_D_0_0_10|OK|Encontrado en dinero_bancos.xlsx. Registros: 8340
20251202_185443|175.1_DR_ESTANSE_0_0_20|OK|Encontrado en dinero_bancos.xlsx. Registros: 20389
20251202_185454|175.1_DR_REFE500_0_0_25|OK|Encontrado en dinero_bancos.xlsx. Registros: 20389
20251202_185500|331.2_SALDO_BASERIA__15|OK|Encontrado en dinero_bancos.xlsx. Registros: 8339
20251202_185505|331.2_TOTAL_VARIION__27|OK|Encontrado en dinero_bancos.xlsx. Registros: 8339
20251202_185514|SISTEMA|FIN|Proceso completado. Series: 175 | Exitosas: 175 | Fallidas: 0
